category,text,text_final
schedule,"Find out immediately the location, time, and date for my meeting. ","['find', 'immediately', 'location', 'time', 'date', 'meet', '.']"
weather,is it going to be cloudy in the next 7 days,"['go', 'cloudy', 'next', '7', 'days']"
navigate,Where can I get a coffee?,"['where', 'get', 'coffee']"
schedule,What is the date and time for the yoga activity?,"['date', 'time', 'yoga', 'activity']"
weather,Will there be dew in Redwood City in the weekend?,"['dew', 'redwood', 'city', 'weekend']"
schedule,i have an eye doctors appointment on the 12th at 5 pm,"['eye', 'doctor', 'appointment', '12th', '5', 'pm']"
schedule,Can you set a reminder for yoga activity at 9 am this week with father?,"['set', 'reminder', 'yoga', 'activity', '9', 'week', 'father']"
weather,is there a chance of snow in this weeks weather forecast,"['chance', 'snow', 'weeks', 'weather', 'forecast']"
navigate,Where is the nearest rest stop?,"['where', 'nearest', 'rest', 'stop']"
schedule,Schedule taking medicine at 6 pm on the 13th of next month with my brother. ,"['schedule', 'take', 'medicine', '6', 'pm', '13th', 'next', 'month', 'brother', '.']"
schedule,What is the date of my next dinner and who will be attending it?,"['date', 'next', 'dinner', 'who', 'attend']"
weather,Will there be drizzle in Redwood City this weekend?,"['drizzle', 'redwood', 'city', 'weekend']"
schedule,Show me all information regarding my upcoming dentist appointment. ,"['show', 'information', 'regard', 'upcoming', 'dentist', 'appointment', '.']"
schedule,what time is my meeting at,"['time', 'meet']"
weather,will the weather be cloudy next week,"['weather', 'cloudy', 'next', 'week']"
navigate,Where is the hospital?,"['where', 'hospital']"
schedule,"Please schedule a dentist appointment at 3pm the 7th, with aunt.","['please', 'schedule', 'dentist', 'appointment', '3pm', '7th', 'aunt', '.']"
navigate,give me directions to a place to sleep,"['give', 'directions', 'place', 'sleep']"
schedule,what day is the football game,"['day', 'football', 'game']"
weather,What's the temperature in Carson going to be on Tuesday?,"[""'s"", 'temperature', 'carson', 'go', 'tuesday']"
schedule,what time is my swimming scheduled for,"['time', 'swim', 'schedule']"
navigate,navigate home,"['navigate', 'home']"
navigate,What shopping centers are around?,"['shop', 'center', 'around']"
schedule,Set a reminder for dinner on August 8th at 3pm with my aunt.,"['set', 'reminder', 'dinner', 'august', '8th', '3pm', 'aunt', '.']"
weather,Will there be clear skies in fresno on wednesday?,"['clear', 'sky', 'fresno', 'wednesday']"
weather,Is it going to be humid in Camarillo on Tuesday?,"['go', 'humid', 'camarillo', 'tuesday']"
weather,What's the current weather in San Francisco?,"[""'s"", 'current', 'weather', 'san', 'francisco']"
weather,will there be drizzle on tuesday,"['drizzle', 'tuesday']"
schedule,remind me to pick up lab results,"['remind', 'pick', 'lab', 'result']"
schedule,"Hi, please set up a reminder for my dinner on the 11th at 4pm with my sister. Thanks!","['hi', 'please', 'set', 'reminder', 'dinner', '11th', '4pm', 'sister', '.', 'thank', '!']"
schedule,When is my tennis activity?,"['when', 'tennis', 'activity']"
navigate,take me to the nearest starbucks,"['take', 'nearest', 'starbucks']"
schedule,What time do I have to take my medicine and who will be here?,"['time', 'take', 'medicine', 'who']"
weather,It's gonna be cloudy in Oakland in next few days?,"[""'s"", 'gon', 'na', 'cloudy', 'oakland', 'next', 'days']"
schedule,set a reminder for 10,"['set', 'reminder', '10']"
schedule,"Where and on what day is my meeting, and what is the agenda?","['where', 'day', 'meet', 'agenda']"
navigate,Where can I get gas?,"['where', 'get', 'gas']"
weather,Is it raining in Fresno now?,"['rain', 'fresno']"
schedule,"Car, remind me to take my medicine at 11 am, with Jeff.","['car', 'remind', 'take', 'medicine', '11', 'jeff', '.']"
navigate,get me directions to a local cafe,"['get', 'directions', 'local', 'cafe']"
weather,Will there be hail in the forecast for Oakland next week?,"['hail', 'forecast', 'oakland', 'next', 'week']"
navigate,take me to a fast food restaurant,"['take', 'fast', 'food', 'restaurant']"
schedule,Set a reminder for a swimming activity at 7 pm Wednesday with my sister.,"['set', 'reminder', 'swim', 'activity', '7', 'pm', 'wednesday', 'sister', '.']"
weather,what's the weather like this week,"[""'s"", 'weather', 'like', 'week']"
weather,On Sunday in San Jose will there be a blizzard?,"['sunday', 'san', 'jose', 'blizzard']"
navigate,find me a place where i can buy coffee or tea,"['find', 'place', 'where', 'buy', 'coffee', 'tea']"
navigate,give me directions to my friends house,"['give', 'directions', 'friends', 'house']"
schedule,Schedule my 10 am dentist appointment on Friday with my father.,"['schedule', '10', 'dentist', 'appointment', 'friday', 'father', '.']"
schedule,What time is my football activity and with who?,"['time', 'football', 'activity', 'who']"
navigate,Is there a hospital within 5 miles?,"['hospital', 'within', '5', 'miles']"
weather,Is it stormy in Manhattan now?,"['stormy', 'manhattan']"
navigate,Car I'd like to eat in a pizza restaurant: which one is the nearest?,"['car', ""'d"", 'like', 'eat', 'pizza', 'restaurant', ':', 'one', 'nearest']"
weather,what's the weather forecast for today and tomorrow,"[""'s"", 'weather', 'forecast', 'today', 'tomorrow']"
schedule,what day is my next meeting we will it end and what are we going to do,"['day', 'next', 'meet', 'end', 'go']"
navigate,navigate to nearest chinese food place,"['navigate', 'nearest', 'chinese', 'food', 'place']"
schedule,remind me that i have a laboratory appointment at 4:45,"['remind', 'laboratory', 'appointment', '4:45']"
weather,what is the weather in new york city,"['weather', 'new', 'york', 'city']"
schedule,i'm taking medicine at 7pm with Marie,"[""'m"", 'take', 'medicine', '7pm', 'marie']"
weather,is it going to be raining this weekend,"['go', 'rain', 'weekend']"
weather,On friday will there be clear skies in Oakland?,"['friday', 'clear', 'sky', 'oakland']"
schedule,check calendar for when my doctor's appointment is,"['check', 'calendar', 'when', 'doctor', ""'s"", 'appointment']"
navigate,give me directions to the nearest car parking area,"['give', 'directions', 'nearest', 'car', 'park', 'area']"
schedule,"Remind me about my football activity on the 1st, at 1 pm with my brother","['remind', 'football', 'activity', '1st', '1', 'pm', 'brother']"
weather,On wednesday will there be dew in alhambra,"['wednesday', 'dew', 'alhambra']"
schedule,When is my conference and where is it,"['when', 'conference', 'where']"
schedule,When's the football activity and who's attending?,"['when', ""'s"", 'football', 'activity', 'who', ""'s"", 'attend']"
navigate,where's the nearest place to get a hot cup of tea,"['where', ""'s"", 'nearest', 'place', 'get', 'hot', 'cup', 'tea']"
weather,what's the temperature going to be for the week,"[""'s"", 'temperature', 'go', 'week']"
schedule,schedule yoga class at 4:50 on the 12th,"['schedule', 'yoga', 'class', '4:50', '12th']"
weather,is the weather cloudy right now,"['weather', 'cloudy', 'right']"
navigate,where's the closest place to park,"['where', ""'s"", 'closest', 'place', 'park']"
weather,what's the temperature,"[""'s"", 'temperature']"
navigate,"Car I need a parking garage in the area, pick a quick route too","['car', 'need', 'park', 'garage', 'area', 'pick', 'quick', 'route']"
navigate,I need a place that serves coffee locally.,"['need', 'place', 'serve', 'coffee', 'locally', '.']"
weather,what is the forecast for today and tomorrow,"['forecast', 'today', 'tomorrow']"
navigate,give me directions to the nearest shopping mall,"['give', 'directions', 'nearest', 'shop', 'mall']"
navigate,find the nearest parking lot,"['find', 'nearest', 'park', 'lot']"
navigate,take me to the nearest chinese restaurant,"['take', 'nearest', 'chinese', 'restaurant']"
schedule,Schedule a swimming activity with Tom on the 6th of this month at 2pm.,"['schedule', 'swim', 'activity', 'tom', '6th', 'month', '2pm', '.']"
schedule,i am doing yoga with my brother Wednesday,"['yoga', 'brother', 'wednesday']"
weather,what's the weather going to be today and also what is the weather going to be this week,"[""'s"", 'weather', 'go', 'today', 'also', 'weather', 'go', 'week']"
schedule,What is the date of my next dinner event and who will be attending?,"['date', 'next', 'dinner', 'event', 'who', 'attend']"
weather,is it supposed to rain this week,"['suppose', 'rain', 'week']"
weather,will it rain anytime in the next week,"['rain', 'anytime', 'next', 'week']"
weather,what is the local weather forecast for this week,"['local', 'weather', 'forecast', 'week']"
navigate,show me directions to the nearest grocery store,"['show', 'directions', 'nearest', 'grocery', 'store']"
schedule,when is my next conference,"['when', 'next', 'conference']"
weather,Will it snow in Fresno during this week?,"['snow', 'fresno', 'week']"
schedule,remind me about meeting later,"['remind', 'meet', 'later']"
weather,tell me how hot it's going to be in the forecast for the weather,"['tell', 'hot', ""'s"", 'go', 'forecast', 'weather']"
schedule,Can you find out the time and date for my next meeting? Oh and the location.,"['find', 'time', 'date', 'next', 'meet', 'oh', 'location', '.']"
weather,is it going to rain today,"['go', 'rain', 'today']"
weather,Find out if it will drizzle today or tomorrow in downtown Chicago,"['find', 'drizzle', 'today', 'tomorrow', 'downtown', 'chicago']"
weather,what will the weather be like tomorrow,"['weather', 'like', 'tomorrow']"
navigate,Where can I get gas?,"['where', 'get', 'gas']"
navigate,Where is the closest parking garage?,"['where', 'closest', 'park', 'garage']"
navigate,"Car I wanna eat at some Chinese restaurant: please pick a route with least traffic, better if there will be no traffic at all","['car', 'wan', 'na', 'eat', 'chinese', 'restaurant', ':', 'please', 'pick', 'route', 'least', 'traffic', 'better', 'traffic']"
schedule,"I have a meeting at 3 pm, set a reminder. ","['meet', '3', 'pm', 'set', 'reminder', '.']"
navigate,where's parking,"['where', ""'s"", 'park']"
weather,what's the weather like in grand rapids,"[""'s"", 'weather', 'like', 'grand', 'rapids']"
schedule,What is the date of my optometrist appointment and who will be attending it?,"['date', 'optometrist', 'appointment', 'who', 'attend']"
navigate,give me directions to nearest mall,"['give', 'directions', 'nearest', 'mall']"
weather,What's the forecast in Brentwood for Sunday?,"[""'s"", 'forecast', 'brentwood', 'sunday']"
schedule,schedule lab test,"['schedule', 'lab', 'test']"
navigate,navigate to the nearest place to get coffee,"['navigate', 'nearest', 'place', 'get', 'coffee']"
schedule,Schedule a dentist appointment with Alex for Monday August 8th at 6pm.,"['schedule', 'dentist', 'appointment', 'alex', 'monday', 'august', '8th', '6pm', '.']"
schedule,find what time my lab appointment is for,"['find', 'time', 'lab', 'appointment']"
schedule,tell me when my next tennis game is,"['tell', 'when', 'next', 'tennis', 'game']"
weather,give me the weather for next week,"['give', 'weather', 'next', 'week']"
weather,what's the forecast for the weather today,"[""'s"", 'forecast', 'weather', 'today']"
schedule,Set a reminder that I have football at 1pm next Wednesday with Martha ,"['set', 'reminder', 'football', '1pm', 'next', 'wednesday', 'martha']"
navigate,"Im heading home, what is the address and find me the quickest route with no traffic","['im', 'head', 'home', 'address', 'find', 'quickest', 'route', 'traffic']"
navigate,i have to go grocery shopping can you give me directions to the nearest grocery store,"['go', 'grocery', 'shop', 'give', 'directions', 'nearest', 'grocery', 'store']"
schedule,Who will be going to my doctors appointment and what day is it on?,"['who', 'go', 'doctor', 'appointment', 'day']"
navigate,Where does my friend live?,"['where', 'friend', 'live']"
weather,is it raining next week,"['rain', 'next', 'week']"
navigate,Car I need a parking garage!,"['car', 'need', 'park', 'garage', '!']"
navigate,directions to the nearest grocery store,"['directions', 'nearest', 'grocery', 'store']"
navigate,take me to the parking garage closest to my destination,"['take', 'park', 'garage', 'closest', 'destination']"
schedule,set an appointment reminder for the dentist,"['set', 'appointment', 'reminder', 'dentist']"
weather,let me know if there will be snow and ice in the next week's forecast,"['let', 'know', 'snow', 'ice', 'next', 'week', ""'s"", 'forecast']"
navigate,navigate home,"['navigate', 'home']"
